timesteps,curriculum_stage,mean_reward,std_reward,mean_episode_length,std_episode_length,success_rate,collision_rate,safety_violation_rate,timeout_rate,mean_path_length,mean_final_goal_dist,mean_min_collision_clearance,mean_min_safety_clearance,success_mean_reward,success_mean_episode_length
1375000,4,143.7523078902159,67.37406919126042,101.5,30.64718584144391,0.25,0.75,1.0,0.0,22.60015117842704,5.082847721874714,-0.022477738559246063,-0.27247775346040726,259.5487396148965,153.0
1400000,4,119.74273192789406,54.73510537575404,89.0,24.27447218787671,0.125,0.875,1.0,0.0,24.488996404455975,6.164678439497948,-0.021439895033836365,-0.27143992483615875,264.327608987689,153.0
1425000,4,139.60009850736242,71.37389159192796,97.75,31.94428743922769,0.25,0.75,1.0,0.0,22.377105794963427,5.4074830412864685,-0.018658019602298737,-0.2686580494046211,263.11683570127934,153.0
1450000,4,123.66101522999816,52.4977066817315,90.75,23.615408105726228,0.125,0.875,1.0,0.0,20.90744495159015,6.0141221806406975,-0.031639017164707184,-0.2816390320658684,262.3277747724205,153.0
1475000,4,144.52297491952777,72.63600179116645,101.125,30.98159736036862,0.25,0.75,1.0,0.0,24.459235636983067,5.115414649248123,-0.000693686306476593,-0.2506937012076378,269.29927023872733,153.0
1500000,4,143.1181997335516,68.64030072666564,99.25,31.586191603293994,0.25,0.75,1.0,0.0,24.35760045493953,5.277769535779953,-0.007628478109836578,-0.25762849301099777,260.5753972902894,153.0
1525000,4,98.75413725315593,2.7450756351899335,78.875,1.6909686573085854,0.0,1.0,1.0,0.0,23.934797874622745,7.041408360004425,-0.044711366295814514,-0.2947114259004593,nan,nan
1550000,4,163.7062997375615,77.82690454632528,108.0,34.91418050019218,0.375,0.625,1.0,0.0,24.359643084695563,4.520638853311539,0.001217871904373169,-0.24878212809562683,264.07493930930895,153.0
1575000,4,101.70854158652946,4.8305681299346706,81.25,2.9895651857753496,0.0,1.0,1.0,0.0,24.067016199871432,6.836063385009766,-0.04261848330497742,-0.2926184982061386,nan,nan
1600000,4,102.47918348573148,10.408916408928256,81.625,7.598313957714566,0.0,1.0,1.0,0.0,21.51825086667668,6.803016662597656,-0.02140647917985916,-0.27140650898218155,nan,nan
1625000,4,122.20793830306502,53.70626923442435,91.25,24.564964889044724,0.125,0.875,1.0,0.0,18.647934815846384,5.970108658075333,-0.020964384078979492,-0.2709644287824631,261.728893653024,153.0
1650000,4,122.26940427185036,52.67512493482836,90.625,23.69038570813063,0.125,0.875,1.0,0.0,23.984973209910095,6.024854280054569,-0.031456850469112396,-0.2814568653702736,261.28144587762654,153.0
1675000,4,122.13581632613204,55.059808799776945,89.375,24.17611166006643,0.125,0.875,1.0,0.0,23.816521828761324,6.1332568898797035,-0.028604403138160706,-0.2786044180393219,267.3999637365341,153.0
1700000,4,124.23031956283376,54.588138259314945,91.625,24.17611166006643,0.125,0.875,1.0,0.0,23.27933539589867,5.937903456389904,-0.016406454145908356,-0.26640646904706955,266.2997690588236,153.0
